Data;Série;Código;Contratos em Aberto;Negócios Realizados;Contratos Negociados;Volume;Preço de Abertura;Preço Mínimo;Preço Máximo;Preço Médio;Último Preço;Variação em Pontos;Prêmio de Referência;Última Oferta de Compra;Última Oferta de Venda
2025-02-05;FVD7;F26P006200;35;;;;;;;;;293,15;;;
2025-02-05;FVDG;F26P004800;100;;;;;;;;;7,52;;;
2025-02-05;FVDJ;F26P004900;150;;;;;;;;;11,02;;;
2025-02-05;FVDL;F26P005000;600;;;;;;;;;15,72;;;
2025-02-05;FVDM;F26P005050;1600;;;;;;;;;18,62;;;
2025-02-05;FVDN;F26P005100;850;;;;;;;;;21,94;;;
2025-02-05;FVDP;F26P005150;2850;;;;;;;;;25,72;;;
2025-02-05;FVDQ;F26P005200;200;;;;;;;;;29,99;;;
2025-02-05;FVDV;F26P005400;1050;;;;;;;;;52,94;;;
2025-02-05;FVDX;F26P005500;1250;;;;;;;;;68,51;;;
2025-02-05;FVF2;F26P005750;;3;165;1022950;124,58;119,75;124,58;123,99;119,75;122,04;;;
2025-02-05;FVF3;F26P005800;1250;;;;;;;;;136,68;;;
2025-02-05;FVF4;F26P005850;250;;;;;;;;;152,39;;;
2025-02-05;FVF5;F26P005900;210;;;;;;;;;169,36;;;
2025-02-05;FVF6;F26P005950;10;;;;;;;;;187,22;;;
2025-02-05;FVF7;F26P006000;305;;;;;;;;;206,36;;;
2025-02-05;FVFB;F26P006050;10;;;;;;;;;226,38;;;
2025-02-05;FVFF;F26P006250;360;;;;;;;;;317,52;;;
2025-02-05;FVFH;F26P006350;350;;;;;;;;;369,63;;;
2025-02-05;FVFJ;F26P006400;240;;;;;;;;;397,51;;;
2025-02-05;FWD3;F27P006000;1000;;;;;;;;;165,65;;;
2025-02-05;FWD4;F27P006500;595;;;;;;;;;320,43;;;
2025-02-05;FWD5;F27P005000;200;;;;;;;;;27,69;;;
2025-02-05;FWD9;F27P005800;100;;;;;;;;;124,12;;;
2025-02-05;FWDD;F27P005500;200;;;;;;;;;76,15;;;
2025-02-05;FWGQ;F27P006450;100;;;;;;;;;302,17;;;
2025-02-05;FXDB;F28P006500;400;;;;;;;;;226,45;;;
2025-02-05;FXDG;F28P008500;200;;;;;;;;;1041,61;;;
2025-02-05;FXDP;F28P007500;650;;;;;;;;;560,42;;;
2025-02-05;FYD8;F29P006300;100;;;;;;;;;152,5;;;
2025-02-05;FYDN;F29P008000;200;;;;;;;;;576,03;;;
2025-02-05;FYDP;F29P008500;200;;;;;;;;;767,18;;;
2025-02-05;HTD0;H25P005000;10;;;;;;;;;0;;;
2025-02-05;HTD2;H25P005100;70;;;;;;;;;0,01;;;
2025-02-05;HTD8;H25P005400;10;;;;;;;;;1,34;;;
2025-02-05;HTD9;H25P005450;385;;;;;;;;;2,48;;;
2025-02-05;HTDB;H25P005500;10;;;;;;;;;4,44;;;
2025-02-05;HTDD;H25P005600;15;;;;;;;;;12,87;;;
2025-02-05;HTDF;H25P005650;200;;;;;;;;;21,2;;;
2025-02-05;HTDG;H25P005700;250;;;;;;;;;33,44;;;40
2025-02-05;HTDH;H25P005800;2235;;;;;;;;;73,34;;;
2025-02-05;HTDJ;H25P005750;370;1;900;1980000;44;44;44;44;44;50,83;;;57,88
2025-02-05;HTF0;H25P004850;370;;;;;;;;;0;;;
2025-02-05;HTF3;H25P005850;1510;1;100;534500;106,9;106,9;106,9;106,9;106,9;101,18;;;
2025-02-05;HTF4;H25P005900;1605;;;;;;;;;133,83;;;
2025-02-05;HTF5;H25P005950;60;;;;;;;;;170,58;;;
2025-02-05;HTF6;H25P006000;1115;;;;;;;;;210,6;;;
2025-02-05;HTF8;H25P006100;1020;;;;;;;;;297,59;;;
2025-02-05;HTFK;H25P005825;;1;40;149000;74,5;74,5;74,5;74,5;74,5;86,57;;;
2025-02-05;HTFL;H25P005875;245;;;;;;;;;116,98;;;
2025-02-05;HTFP;H25P006025;30;;;;;;;;;231,59;;;
2025-02-05;HTG4;H25P006625;15;;;;;;;;;804,12;;;
2025-02-05;JTD0;J25P005000;175;;;;;;;;;0,08;;;
2025-02-05;JTD1;J25P005250;100;;;;;;;;;1,69;;;
2025-02-05;JTD2;J25P005500;40;;;;;;;;;15,02;;;
2025-02-05;JTD9;J25P004500;205;;;;;;;;;0;;;
2025-02-05;JTDC;J25P004900;100;;;;;;;;;0,02;;;
2025-02-05;JTDD;J25P004950;450;;;;;;;;;0,04;;;
2025-02-05;JTDF;J25P005050;500;;;;;;;;;0,16;;;
2025-02-05;JTDG;J25P005100;400;;;;;;;;;0,3;;;
2025-02-05;JTDH;J25P005150;135;;;;;;;;;0,56;;;
2025-02-05;JTDK;J25P005300;1850;;;;;;;;;2,76;;;
2025-02-05;JTDM;J25P005400;100;;;;;;;;;6,8;;;
2025-02-05;JTDN;J25P005450;200;;;;;;;;;10,23;;;
2025-02-05;JTDP;J25P005550;175;;;;;;;;;21,65;;;
2025-02-05;JTDQ;J25P005600;30;;;;;;;;;30,33;;;
2025-02-05;JTDR;J25P005700;110;;;;;;;;;56,33;;;
2025-02-05;JTDS;J25P005800;10;;;;;;;;;96,23;;;
2025-02-05;JTDT;J25P005850;400;;;;;;;;;121,29;;;
2025-02-05;JTDV;J25P005900;95;;;;;;;;;150,16;;;
2025-02-05;JTG9;J25P005725;200;;;;;;;;;65,04;;;
2025-02-05;JVDK;J26P004950;100;;;;;;;;;15,44;;;
2025-02-05;JVDN;J26P005100;3300;;;;;;;;;24,21;;;
2025-02-05;JVDP;J26P005150;3200;;;;;;;;;27,83;;;
2025-02-05;JVDQ;J26P005200;1400;;;;;;;;;31,96;;;
2025-02-05;JVDS;J26P005300;3600;;;;;;;;;41,55;;;
2025-02-05;JVDV;J26P005400;1085;;;;;;;;;53,46;;;
2025-02-05;JVDW;J26P005450;120;;;;;;;;;60,37;;;
2025-02-05;JVDX;J26P005500;120;;;;;;;;;67,92;;;
2025-02-05;JVF3;J26P005800;200;;;;;;;;;127,71;;;
2025-02-05;JVFB;J26P006400;500;;;;;;;;;355,04;;;
2025-02-05;JWDL;J27P006150;10;;;;;;;;;158,54;;;
2025-02-05;KTD1;K25P004900;300;;;;;;;;;0,25;;;
2025-02-05;KTD4;K25P005050;160;;;;;;;;;1,1;;;
2025-02-05;KTD6;K25P005200;100;;;;;;;;;3,77;;;
2025-02-05;KTD7;K25P005250;100;;;;;;;;;5,46;;;
2025-02-05;KTDC;K25P005450;300;;;;;;;;;20,08;;;
2025-02-05;KTDD;K25P005500;120;;;;;;;;;26,83;;;
2025-02-05;KTDG;K25P005600;135;;;;;;;;;45,52;;;
2025-02-05;KTDH;K25P005650;100;;;;;;;;;58,06;;;
2025-02-05;KTDJ;K25P005700;20;;;;;;;;;73,83;;;
